# z rho/M
-72.9738 0
-72.4738 0
-71.9738 0
-71.4738 0
-70.9738 0
-70.4738 0
-69.9738 0
-69.4738 0
-68.9738 0
-68.4738 0
-67.9738 0
-67.4738 0
-66.9738 0
-66.4738 0
-65.9738 0
-65.4738 0
-64.9738 0
-64.4738 0
-63.9738 0
-63.4738 0
-62.9738 0
-62.4738 0
-61.9738 0
-61.4738 0
-60.9738 0
-60.4738 0
-59.9738 0
-59.4738 0
-58.9738 0
-58.4738 0
-57.9738 0
-57.4738 0
-56.9738 0
-56.4738 0
-55.9738 0
-55.4738 0
-54.9738 0
-54.4738 0
-53.9738 0
-53.4738 0
-52.9738 0
-52.4738 0
-51.9738 0
-51.4738 0
-50.9738 0
-50.4738 0
-49.9738 0
-49.4738 0
-48.9738 0
-48.4738 0
-47.9738 0
-47.4738 0
-46.9738 0
-46.4738 0
-45.9738 0
-45.4738 0
-44.9738 0
-44.4738 0
-43.9738 0
-43.4738 0
-42.9738 0
-42.4738 0
-41.9738 0
-41.4738 0
-40.9738 0
-40.4738 0
-39.9738 0
-39.4738 0
-38.9738 0
-38.4738 0
-37.9738 0
-37.4738 0
-36.9738 0
-36.4738 0
-35.9738 0
-35.4738 0
-34.9738 0
-34.4738 0
-33.9738 0
-33.4738 0
-32.9738 0.000277429
-32.4738 0.000554859
-31.9738 0.000277429
-31.4738 0.00194201
-30.9738 0.00249686
-30.4738 0.00665831
-29.9738 0.0149812
-29.4738 0.0277429
-28.9738 0.0499373
-28.4738 0.0879451
-27.9738 0.174781
-27.4738 0.271326
-26.9738 0.453874
-26.4738 0.669992
-25.9738 0.944647
-25.4738 1.27201
-24.9738 1.6077
-24.4738 1.93673
-23.9738 2.15535
-23.4738 2.34317
-22.9738 2.37091
-22.4738 2.46108
-21.9738 2.41835
-21.4738 2.38534
-20.9738 2.39116
-20.4738 2.42224
-19.9738 2.47134
-19.4738 2.344
-18.9738 2.22998
-18.4738 1.99832
-17.9738 1.64849
-17.4738 1.31973
-16.9738 0.995139
-16.4738 0.700232
-15.9738 0.47274
-15.4738 0.322373
-14.9738 0.187542
-14.4738 0.111249
-13.9738 0.0651959
-13.4738 0.0349561
-12.9738 0.0163683
-12.4738 0.00693573
-11.9738 0.00610345
-11.4738 0.00249686
-10.9738 0.000832288
-10.4738 0.000277429
-9.9738 0.000554859
-9.4738 0
-8.9738 0
-8.4738 0
-7.9738 0
-7.4738 0
-6.9738 0
-6.4738 0
-5.9738 0
-5.4738 0
-4.9738 0
-4.4738 0
-3.9738 0
-3.4738 0
-2.9738 0
-2.4738 0
-1.9738 0
-1.4738 0
-0.973796 0
-0.473796 0
0.026204 0
0.526204 0
1.0262 0
1.5262 0
2.0262 0
2.5262 0
3.0262 0
3.5262 0
4.0262 0
4.5262 0
5.0262 0
5.5262 0
6.0262 0
6.5262 0
7.0262 0
7.5262 0
8.0262 0
8.5262 0
9.0262 0
9.5262 0
10.0262 0
10.5262 0.000832288
11.0262 0.00194201
11.5262 0.00166458
12.0262 0.00388401
12.5262 0.0110972
13.0262 0.0174781
13.5262 0.0302398
14.0262 0.0579827
14.5262 0.0993197
15.0262 0.187542
15.5262 0.298514
16.0262 0.48245
16.5262 0.717155
17.0262 1.03786
17.5262 1.32167
18.0262 1.64321
18.5262 1.95754
19.0262 2.23553
19.5262 2.33707
20.0262 2.43361
20.5262 2.43084
21.0262 2.41724
21.5262 2.39505
22.0262 2.41918
22.5262 2.44138
23.0262 2.41419
23.5262 2.30599
24.0262 2.19141
24.5262 1.92758
25.0262 1.61297
25.5262 1.27118
26.0262 0.94437
26.5262 0.651404
27.0262 0.448881
27.5262 0.27521
28.0262 0.170342
28.5262 0.101539
29.0262 0.0613119
29.5262 0.0241364
30.0262 0.0144263
30.5262 0.00610345
31.0262 0.00221944
31.5262 0.00110972
32.0262 0.000832288
32.5262 0.000277429
33.0262 0.000277429
33.5262 0.000277429
34.0262 0
34.5262 0
35.0262 0
35.5262 0
36.0262 0
36.5262 0
37.0262 0
37.5262 0
38.0262 0
38.5262 0
39.0262 0
39.5262 0
40.0262 0
40.5262 0
41.0262 0
41.5262 0
42.0262 0
42.5262 0
43.0262 0
43.5262 0
44.0262 0
44.5262 0
45.0262 0
45.5262 0
46.0262 0
46.5262 0
47.0262 0
47.5262 0
48.0262 0
48.5262 0
49.0262 0
49.5262 0
50.0262 0
50.5262 0
51.0262 0
51.5262 0
52.0262 0
52.5262 0
53.0262 0
53.5262 0
54.0262 0
54.5262 0
55.0262 0
55.5262 0
56.0262 0
56.5262 0
57.0262 0
57.5262 0
58.0262 0
58.5262 0
59.0262 0
59.5262 0
60.0262 0
60.5262 0
61.0262 0
61.5262 0
62.0262 0
62.5262 0
63.0262 0
63.5262 0
64.0262 0
64.5262 0
65.0262 0
65.5262 0
66.0262 0
66.5262 0
67.0262 0
67.5262 0
68.0262 0
68.5262 0
69.0262 0
69.5262 0
70.0262 0
70.5262 0
71.0262 0
71.5262 0
72.0262 0
72.5262 0
