# z rho/M
-72.9638 0
-72.4638 0
-71.9638 0
-71.4638 0
-70.9638 0
-70.4638 0
-69.9638 0
-69.4638 0
-68.9638 0
-68.4638 0
-67.9638 0
-67.4638 0
-66.9638 0
-66.4638 0
-65.9638 0
-65.4638 0
-64.9638 0
-64.4638 0
-63.9638 0
-63.4638 0
-62.9638 0
-62.4638 0
-61.9638 0
-61.4638 0
-60.9638 0
-60.4638 0
-59.9638 0
-59.4638 0
-58.9638 0
-58.4638 0
-57.9638 0
-57.4638 0
-56.9638 0
-56.4638 0
-55.9638 0
-55.4638 0
-54.9638 0
-54.4638 0
-53.9638 0
-53.4638 0
-52.9638 0
-52.4638 0
-51.9638 0
-51.4638 0
-50.9638 0
-50.4638 0
-49.9638 0
-49.4638 0
-48.9638 0
-48.4638 0
-47.9638 0
-47.4638 0
-46.9638 0
-46.4638 0
-45.9638 0
-45.4638 0
-44.9638 0
-44.4638 0
-43.9638 0
-43.4638 0
-42.9638 0
-42.4638 0
-41.9638 0
-41.4638 0
-40.9638 0
-40.4638 0
-39.9638 0
-39.4638 0
-38.9638 0
-38.4638 0
-37.9638 0
-37.4638 0
-36.9638 0
-36.4638 0
-35.9638 0
-35.4638 0.000277391
-34.9638 0
-34.4638 0
-33.9638 0
-33.4638 0
-32.9638 0
-32.4638 0.000832174
-31.9638 0
-31.4638 0.00221913
-30.9638 0.00110956
-30.4638 0.00443826
-29.9638 0.00887652
-29.4638 0.0185852
-28.9638 0.0371704
-28.4638 0.0671287
-27.9638 0.132316
-27.4638 0.224964
-26.9638 0.37642
-26.4638 0.574477
-25.9638 0.858803
-25.4638 1.21636
-24.9638 1.59028
-24.4638 1.94784
-23.9638 2.21996
-23.4638 2.40526
-22.9638 2.5115
-22.4638 2.45519
-21.9638 2.40138
-21.4638 2.39111
-20.9638 2.39888
-20.4638 2.42384
-19.9638 2.50179
-19.4638 2.42079
-18.9638 2.32204
-18.4638 2.05741
-17.9638 1.72399
-17.4638 1.32981
-16.9638 0.995557
-16.4638 0.711509
-15.9638 0.450483
-15.4638 0.275172
-14.9638 0.166712
-14.4638 0.0851591
-13.9638 0.0441052
-13.4638 0.0208043
-12.9638 0.0152565
-12.4638 0.00527043
-11.9638 0.00221913
-11.4638 0.00194174
-10.9638 0.000277391
-10.4638 0.000277391
-9.96376 0.000554782
-9.46376 0
-8.96376 0
-8.46376 0
-7.96376 0
-7.46376 0
-6.96376 0
-6.46376 0
-5.96376 0.000277391
-5.46376 0
-4.96376 0
-4.46376 0
-3.96376 0
-3.46376 0
-2.96376 0
-2.46376 0
-1.96376 0
-1.46376 0
-0.963763 0
-0.463763 0
0.0362372 0
0.536237 0
1.03624 0
1.53624 0
2.03624 0
2.53624 0
3.03624 0
3.53624 0
4.03624 0
4.53624 0
5.03624 0
5.53624 0
6.03624 0
6.53624 0
7.03624 0
7.53624 0
8.03624 0
8.53624 0
9.03624 0
9.53624 0
10.0362 0
10.5362 0
11.0362 0.00110956
11.5362 0.00166435
12.0362 0.00360609
12.5362 0.00388348
13.0362 0.00887652
13.5362 0.0235783
14.0362 0.0471565
14.5362 0.0907069
15.0362 0.157836
15.5362 0.282662
16.0362 0.454922
16.5362 0.686266
17.0362 0.982242
17.5362 1.32232
18.0362 1.77503
18.5362 2.04271
19.0362 2.30013
19.5362 2.44936
20.0362 2.47156
20.5362 2.44077
21.0362 2.42523
21.5362 2.35172
22.0362 2.36753
22.5362 2.46629
23.0362 2.50678
23.5362 2.44631
24.0362 2.24798
24.5362 1.93675
25.0362 1.5839
25.5362 1.20499
26.0362 0.87933
26.5362 0.574477
27.0362 0.361718
27.5362 0.237724
28.0362 0.136754
28.5362 0.0632452
29.0362 0.0321774
29.5362 0.0166435
30.0362 0.00693478
30.5362 0.00388348
31.0362 0.00277391
31.5362 0.000277391
32.0362 0.000832174
32.5362 0
33.0362 0
33.5362 0
34.0362 0
34.5362 0
35.0362 0
35.5362 0
36.0362 0
36.5362 0
37.0362 0
37.5362 0
38.0362 0
38.5362 0
39.0362 0
39.5362 0
40.0362 0
40.5362 0
41.0362 0
41.5362 0
42.0362 0
42.5362 0
43.0362 0
43.5362 0
44.0362 0
44.5362 0
45.0362 0
45.5362 0
46.0362 0
46.5362 0
47.0362 0
47.5362 0
48.0362 0
48.5362 0
49.0362 0
49.5362 0
50.0362 0
50.5362 0
51.0362 0
51.5362 0
52.0362 0
52.5362 0
53.0362 0
53.5362 0
54.0362 0
54.5362 0
55.0362 0
55.5362 0
56.0362 0
56.5362 0
57.0362 0
57.5362 0
58.0362 0
58.5362 0
59.0362 0
59.5362 0
60.0362 0
60.5362 0
61.0362 0
61.5362 0
62.0362 0
62.5362 0
63.0362 0
63.5362 0
64.0362 0
64.5362 0
65.0362 0
65.5362 0
66.0362 0
66.5362 0
67.0362 0
67.5362 0
68.0362 0
68.5362 0
69.0362 0
69.5362 0
70.0362 0
70.5362 0
71.0362 0
71.5362 0
72.0362 0
72.5362 0
