# z rho/M
-73.7578 0
-73.2578 0
-72.7578 0
-72.2578 0
-71.7578 0
-71.2578 0
-70.7578 0
-70.2578 0
-69.7578 0
-69.2578 0
-68.7578 0
-68.2578 0
-67.7578 0
-67.2578 0
-66.7578 0
-66.2578 0
-65.7578 0
-65.2578 0
-64.7578 0
-64.2578 0
-63.7578 0
-63.2578 0
-62.7578 0
-62.2578 0
-61.7578 0
-61.2578 0
-60.7578 0
-60.2578 0
-59.7578 0
-59.2578 0
-58.7578 0
-58.2578 0
-57.7578 0
-57.2578 0
-56.7578 0
-56.2578 0
-55.7578 0
-55.2578 0
-54.7578 0
-54.2578 0
-53.7578 0
-53.2578 0
-52.7578 0
-52.2578 0
-51.7578 0
-51.2578 0
-50.7578 0
-50.2578 0
-49.7578 0
-49.2578 0
-48.7578 0
-48.2578 0
-47.7578 0
-47.2578 0
-46.7578 0
-46.2578 0
-45.7578 0
-45.2578 0
-44.7578 0
-44.2578 0
-43.7578 0
-43.2578 0
-42.7578 0
-42.2578 0
-41.7578 0
-41.2578 0
-40.7578 0
-40.2578 0
-39.7578 0
-39.2578 0
-38.7578 0
-38.2578 0
-37.7578 0
-37.2578 0
-36.7578 0
-36.2578 0
-35.7578 0
-35.2578 0
-34.7578 0
-34.2578 0
-33.7578 0.00028041
-33.2578 0
-32.7578 0.00028041
-32.2578 0.00028041
-31.7578 0.00084123
-31.2578 0.00140205
-30.7578 0.0028041
-30.2578 0.00532779
-29.7578 0.0128989
-29.2578 0.0201895
-28.7578 0.0429027
-28.2578 0.0846838
-27.7578 0.148057
-27.2578 0.259379
-26.7578 0.418652
-26.2578 0.660085
-25.7578 0.944141
-25.2578 1.22932
-24.7578 1.59497
-24.2578 1.91829
-23.7578 2.16897
-23.2578 2.29235
-22.7578 2.40311
-22.2578 2.50771
-21.7578 2.50883
-21.2578 2.53687
-20.7578 2.52874
-20.2578 2.52117
-19.7578 2.50014
-19.2578 2.38433
-18.7578 2.26712
-18.2578 1.97577
-17.7578 1.69452
-17.2578 1.34793
-16.7578 0.990408
-16.2578 0.710559
-15.7578 0.467444
-15.2578 0.294711
-14.7578 0.183388
-14.2578 0.0992652
-13.7578 0.0574841
-13.2578 0.0344904
-12.7578 0.0151421
-12.2578 0.00813189
-11.7578 0.00448656
-11.2578 0.00168246
-10.7578 0.00112164
-10.2578 0.00028041
-9.75782 0.00028041
-9.25782 0
-8.75782 0
-8.25782 0
-7.75782 0
-7.25782 0
-6.75782 0
-6.25782 0
-5.75782 0
-5.25782 0
-4.75782 0
-4.25782 0
-3.75782 0
-3.25782 0
-2.75782 0
-2.25782 0
-1.75782 0
-1.25782 0
-0.757816 0
-0.257816 0
0.242184 0
0.742184 0
1.24218 0
1.74218 0
2.24218 0
2.74218 0
3.24218 0.00028041
3.74218 0
4.24218 0
4.74218 0
5.24218 0
5.74218 0
6.24218 0
6.74218 0
7.24218 0
7.74218 0
8.24218 0
8.74218 0
9.24218 0.00028041
9.74218 0.00028041
10.2422 0.00168246
10.7422 0.00140205
11.2422 0.00168246
11.7422 0.00336492
12.2422 0.0056082
12.7422 0.010936
13.2422 0.0176658
13.7422 0.0356121
14.2422 0.0577645
14.7422 0.10263
15.2422 0.172172
15.7422 0.293589
16.2422 0.476417
16.7422 0.725421
17.2422 0.979753
17.7422 1.34737
18.2422 1.69284
18.7422 1.98502
19.2422 2.24048
19.7422 2.3389
20.2422 2.47153
20.7422 2.56968
21.2422 2.53855
21.7422 2.58145
22.2422 2.5007
22.7422 2.49088
23.2422 2.38405
23.7422 2.34815
24.2422 2.12326
24.7422 1.89501
25.2422 1.62862
25.7422 1.26016
26.2422 0.921427
26.7422 0.642419
27.2422 0.430429
27.7422 0.257416
28.2422 0.148337
28.7422 0.0916941
29.2422 0.0400986
29.7422 0.0185071
30.2422 0.0103752
30.7422 0.00364533
31.2422 0.00224328
31.7422 0.00084123
32.2422 0.00028041
32.7422 0
33.2422 0.00028041
33.7422 0
34.2422 0
34.7422 0
35.2422 0
35.7422 0
36.2422 0
36.7422 0
37.2422 0
37.7422 0
38.2422 0
38.7422 0
39.2422 0
39.7422 0
40.2422 0
40.7422 0
41.2422 0
41.7422 0
42.2422 0
42.7422 0
43.2422 0
43.7422 0
44.2422 0
44.7422 0
45.2422 0
45.7422 0
46.2422 0
46.7422 0
47.2422 0
47.7422 0
48.2422 0
48.7422 0
49.2422 0
49.7422 0
50.2422 0
50.7422 0
51.2422 0
51.7422 0
52.2422 0
52.7422 0
53.2422 0
53.7422 0
54.2422 0
54.7422 0
55.2422 0
55.7422 0
56.2422 0
56.7422 0
57.2422 0
57.7422 0
58.2422 0
58.7422 0
59.2422 0
59.7422 0
60.2422 0
60.7422 0
61.2422 0
61.7422 0
62.2422 0
62.7422 0
63.2422 0
63.7422 0
64.2422 0
64.7422 0
65.2422 0
65.7422 0
66.2422 0
66.7422 0
67.2422 0
67.7422 0
68.2422 0
68.7422 0
69.2422 0
69.7422 0
70.2422 0
70.7422 0
71.2422 0
71.7422 0
72.2422 0
72.7422 0
73.2422 0
73.7422 0
