# z rho/M
-74.5271 0
-74.0271 0
-73.5271 0
-73.0271 0
-72.5271 0
-72.0271 0
-71.5271 0
-71.0271 0
-70.5271 0
-70.0271 0
-69.5271 0
-69.0271 0
-68.5271 0
-68.0271 0
-67.5271 0
-67.0271 0
-66.5271 0
-66.0271 0
-65.5271 0
-65.0271 0
-64.5271 0
-64.0271 0
-63.5271 0
-63.0271 0
-62.5271 0
-62.0271 0
-61.5271 0
-61.0271 0
-60.5271 0
-60.0271 0
-59.5271 0
-59.0271 0
-58.5271 0
-58.0271 0
-57.5271 0
-57.0271 0
-56.5271 0
-56.0271 0
-55.5271 0
-55.0271 0
-54.5271 0
-54.0271 0
-53.5271 0
-53.0271 0
-52.5271 0
-52.0271 0
-51.5271 0
-51.0271 0
-50.5271 0
-50.0271 0
-49.5271 0
-49.0271 0
-48.5271 0
-48.0271 0
-47.5271 0
-47.0271 0
-46.5271 0
-46.0271 0
-45.5271 0
-45.0271 0
-44.5271 0
-44.0271 0
-43.5271 0
-43.0271 0
-42.5271 0
-42.0271 0
-41.5271 0
-41.0271 0
-40.5271 0
-40.0271 0
-39.5271 0
-39.0271 0
-38.5271 0
-38.0271 0
-37.5271 0
-37.0271 0
-36.5271 0
-36.0271 0
-35.5271 0
-35.0271 0
-34.5271 0
-34.0271 0
-33.5271 0
-33.0271 0
-32.5271 0
-32.0271 0
-31.5271 0.000566669
-31.0271 0.00113334
-30.5271 0.00510002
-30.0271 0.0102
-29.5271 0.0161501
-29.0271 0.0362668
-28.5271 0.0756503
-28.0271 0.143367
-27.5271 0.256985
-27.0271 0.395252
-26.5271 0.63127
-26.0271 0.900721
-25.5271 1.25092
-25.0271 1.63881
-24.5271 2.03576
-24.0271 2.30521
-23.5271 2.44291
-23.0271 2.50156
-22.5271 2.54321
-22.0271 2.42421
-21.5271 2.45084
-21.0271 2.45424
-20.5271 2.45169
-20.0271 2.48286
-19.5271 2.46076
-19.0271 2.36584
-18.5271 2.10546
-18.0271 1.78642
-17.5271 1.33961
-17.0271 0.984871
-16.5271 0.69502
-16.0271 0.461835
-15.5271 0.277385
-15.0271 0.153284
-14.5271 0.0901004
-14.0271 0.0555336
-13.5271 0.0280501
-13.0271 0.0155834
-12.5271 0.0065167
-12.0271 0.00226668
-11.5271 0.00141667
-11.0271 0.00113334
-10.5271 0
-10.0271 0
-9.52708 0
-9.02708 0
-8.52708 0
-8.02708 0
-7.52708 0
-7.02708 0
-6.52708 0
-6.02708 0
-5.52708 0
-5.02708 0
-4.52708 0
-4.02708 0
-3.52708 0
-3.02708 0
-2.52708 0
-2.02708 0
-1.52708 0
-1.02708 0
-0.527084 0
-0.0270845 0
0.472916 0
0.972916 0
1.47292 0
1.97292 0
2.47292 0
2.97292 0
3.47292 0
3.97292 0
4.47292 0
4.97292 0
5.47292 0
5.97292 0
6.47292 0
6.97292 0.000283335
7.47292 0
7.97292 0.000283335
8.47292 0.000283335
8.97292 0.000283335
9.47292 0
9.97292 0.000566669
10.4729 0
10.9729 0.000850004
11.4729 0.00198334
11.9729 0.00340002
12.4729 0.00595003
12.9729 0.00991671
13.4729 0.0246501
13.9729 0.0631836
14.4729 0.0903837
14.9729 0.163484
15.4729 0.274835
15.9729 0.453335
16.4729 0.69672
16.9729 1.02765
17.4729 1.36086
17.9729 1.76121
18.4729 2.06976
18.9729 2.28509
19.4729 2.50156
19.9729 2.55993
20.4729 2.48059
20.9729 2.41004
21.4729 2.45311
21.9729 2.42931
22.4729 2.51998
22.9729 2.50978
23.4729 2.46246
23.9729 2.30804
24.4729 1.98419
24.9729 1.65127
25.4729 1.26991
25.9729 0.909221
26.4729 0.593303
26.9729 0.395535
27.4729 0.252451
27.9729 0.139401
28.4729 0.0833004
28.9729 0.0405169
29.4729 0.0215334
29.9729 0.00963338
30.4729 0.00481669
30.9729 0.00141667
31.4729 0.000850004
31.9729 0.000283335
32.4729 0.000283335
32.9729 0
33.4729 0
33.9729 0
34.4729 0
34.9729 0
35.4729 0
35.9729 0
36.4729 0
36.9729 0
37.4729 0
37.9729 0
38.4729 0
38.9729 0
39.4729 0
39.9729 0
40.4729 0
40.9729 0
41.4729 0
41.9729 0
42.4729 0
42.9729 0
43.4729 0
43.9729 0
44.4729 0
44.9729 0
45.4729 0
45.9729 0
46.4729 0
46.9729 0
47.4729 0
47.9729 0
48.4729 0
48.9729 0
49.4729 0
49.9729 0
50.4729 0
50.9729 0
51.4729 0
51.9729 0
52.4729 0
52.9729 0
53.4729 0
53.9729 0
54.4729 0
54.9729 0
55.4729 0
55.9729 0
56.4729 0
56.9729 0
57.4729 0
57.9729 0
58.4729 0
58.9729 0
59.4729 0
59.9729 0
60.4729 0
60.9729 0
61.4729 0
61.9729 0
62.4729 0
62.9729 0
63.4729 0
63.9729 0
64.4729 0
64.9729 0
65.4729 0
65.9729 0
66.4729 0
66.9729 0
67.4729 0
67.9729 0
68.4729 0
68.9729 0
69.4729 0
69.9729 0
70.4729 0
70.9729 0
71.4729 0
71.9729 0
72.4729 0
72.9729 0
73.4729 0
73.9729 0
74.4729 0
