1000 0.866596 0.866596
2000 0.874666 0.870631
3000 0.881121 0.874128
4000 0.886054 0.877109
5000 0.881494 0.877986
6000 0.877064 0.877833
7000 0.873051 0.877150
8000 0.882305 0.877794
9000 0.883833 0.878465
10000 0.866128 0.877231
11000 0.862649 0.875906
12000 0.845481 0.873370
13000 0.856007 0.872035
14000 0.856655 0.870936
15000 0.856074 0.869945
16000 0.870027 0.869950
17000 0.866155 0.869727
18000 0.862486 0.869325
19000 0.869296 0.869323
20000 0.896910 0.870703
21000 0.895682 0.871892
22000 0.895547 0.872967
23000 0.894525 0.873905
24000 0.888987 0.874533
25000 0.863735 0.874101
26000 0.867813 0.873859
27000 0.875209 0.873909
28000 0.874736 0.873939
29000 0.864191 0.873603
30000 0.885994 0.874016
31000 0.890326 0.874542
32000 0.876381 0.874599
33000 0.881853 0.874819
34000 0.874789 0.874818
35000 0.872365 0.874748
36000 0.890606 0.875189
37000 0.894895 0.875721
38000 0.874411 0.875687
39000 0.879930 0.875796
40000 0.887087 0.876078
41000 0.881430 0.876208
42000 0.870186 0.876065
43000 0.870220 0.875929
44000 0.852686 0.875401
45000 0.885911 0.875634
46000 0.865893 0.875423
47000 0.875531 0.875425
48000 0.878438 0.875488
49000 0.880094 0.875582
50000 0.877751 0.875625
51000 0.876209 0.875637
52000 0.868633 0.875502
53000 0.884901 0.875679
54000 0.887696 0.875902
55000 0.888555 0.876132
56000 0.872125 0.876060
57000 0.867435 0.875909
58000 0.884616 0.876059
59000 0.880866 0.876141
60000 0.880449 0.876212
61000 0.884007 0.876340
62000 0.878541 0.876376
63000 0.871280 0.876295
64000 0.878682 0.876332
65000 0.895292 0.876624
66000 0.888367 0.876802
67000 0.888591 0.876978
68000 0.886837 0.877123
69000 0.890912 0.877322
70000 0.879927 0.877360
71000 0.880828 0.877408
72000 0.882499 0.877479
73000 0.886332 0.877600
74000 0.882178 0.877662
75000 0.888738 0.877810
76000 0.880476 0.877845
77000 0.889965 0.878003
78000 0.874181 0.877954
79000 0.868875 0.877839
80000 0.868479 0.877722
81000 0.866339 0.877581
82000 0.871052 0.877501
83000 0.886180 0.877606
84000 0.886480 0.877712
85000 0.873068 0.877657
86000 0.874320 0.877618
87000 0.882469 0.877674
88000 0.882679 0.877731
89000 0.870135 0.877645
90000 0.885396 0.877732
91000 0.878385 0.877739
92000 0.874452 0.877703
93000 0.862644 0.877541
94000 0.856567 0.877318
95000 0.859113 0.877126
96000 0.869895 0.877051
97000 0.876808 0.877049
98000 0.862984 0.876905
99000 0.873517 0.876871
100000 0.877997 0.876882
101000 0.863461 0.876749
102000 0.863473 0.876619
103000 0.862869 0.876486
104000 0.869685 0.876420
105000 0.877534 0.876431
106000 0.876220 0.876429
107000 0.881180 0.876473
108000 0.872768 0.876439
109000 0.870605 0.876385
110000 0.861456 0.876250
111000 0.886709 0.876344
112000 0.858383 0.876183
113000 0.875367 0.876176
114000 0.878130 0.876193
115000 0.875099 0.876184
116000 0.894565 0.876342
117000 0.884358 0.876411
118000 0.890473 0.876530
119000 0.877584 0.876539
120000 0.880655 0.876573
121000 0.886152 0.876652
122000 0.877167 0.876657
123000 0.872619 0.876624
124000 0.877365 0.876630
125000 0.875866 0.876624
126000 0.889328 0.876724
127000 0.887111 0.876806
128000 0.881203 0.876841
129000 0.890203 0.876944
130000 0.890602 0.877049
131000 0.884901 0.877109
132000 0.883986 0.877161
133000 0.883350 0.877208
134000 0.883611 0.877256
135000 0.877105 0.877254
136000 0.880098 0.877275
137000 0.869474 0.877218
138000 0.872413 0.877184
139000 0.866904 0.877110
140000 0.859608 0.876985
141000 0.868065 0.876921
142000 0.882958 0.876964
143000 0.874682 0.876948
144000 0.880764 0.876974
145000 0.889573 0.877061
146000 0.871039 0.877020
147000 0.862581 0.876922
148000 0.867005 0.876855
149000 0.874684 0.876840
150000 0.866983 0.876775
151000 0.861639 0.876674
152000 0.874752 0.876662
153000 0.869088 0.876612
154000 0.861714 0.876515
155000 0.861658 0.876420
156000 0.861893 0.876326
157000 0.870922 0.876292
158000 0.860651 0.876193
159000 0.883811 0.876241
160000 0.866884 0.876182
161000 0.862427 0.876097
162000 0.868614 0.876051
163000 0.864739 0.875981
164000 0.867859 0.875932
165000 0.880402 0.875959
166000 0.862493 0.875878
167000 0.871567 0.875852
168000 0.857311 0.875742
169000 0.860692 0.875653
170000 0.876048 0.875655
171000 0.872822 0.875638
172000 0.868573 0.875597
173000 0.864955 0.875536
174000 0.852392 0.875403
175000 0.858559 0.875307
176000 0.865037 0.875248
177000 0.847689 0.875092
178000 0.854677 0.874978
179000 0.863332 0.874913
180000 0.857170 0.874814
181000 0.864132 0.874755
182000 0.853832 0.874640
183000 0.863554 0.874580
184000 0.853822 0.874467
185000 0.850393 0.874337
186000 0.857385 0.874246
187000 0.860579 0.874172
188000 0.864133 0.874119
189000 0.859373 0.874041
190000 0.870844 0.874024
191000 0.854744 0.873923
192000 0.870752 0.873907
193000 0.869635 0.873885
194000 0.870067 0.873865
195000 0.870571 0.873848
196000 0.900130 0.873982
197000 0.899826 0.874113
198000 0.880688 0.874147
199000 0.892275 0.874238
200000 0.893263 0.874333
201000 0.889707 0.874409
202000 0.885592 0.874465
203000 0.881886 0.874501
204000 0.885800 0.874557
205000 0.863562 0.874503
206000 0.879559 0.874527
207000 0.878749 0.874548
208000 0.860600 0.874481
209000 0.852578 0.874376
210000 0.859228 0.874304
211000 0.867694 0.874273
212000 0.866115 0.874234
213000 0.872331 0.874225
214000 0.868410 0.874198
215000 0.860011 0.874132
216000 0.853163 0.874035
217000 0.850168 0.873925
218000 0.852257 0.873825
219000 0.859609 0.873761
220000 0.866012 0.873725
221000 0.847688 0.873608
222000 0.862511 0.873558
223000 0.870367 0.873543
224000 0.880906 0.873576
225000 0.874719 0.873581
226000 0.872259 0.873575
227000 0.877768 0.873594
228000 0.882489 0.873633
229000 0.875419 0.873641
230000 0.866466 0.873609
231000 0.861824 0.873558
232000 0.876122 0.873569
233000 0.862126 0.873520
234000 0.858731 0.873457
235000 0.841051 0.873319
236000 0.846505 0.873206
237000 0.857787 0.873141
238000 0.881656 0.873176
239000 0.866166 0.873147
240000 0.871217 0.873139
241000 0.873507 0.873140
242000 0.885298 0.873191
243000 0.889222 0.873257
244000 0.905553 0.873389
245000 0.880309 0.873417
246000 0.874813 0.873423
247000 0.867947 0.873401
248000 0.881296 0.873433
249000 0.877349 0.873448
250000 0.888079 0.873507
251000 0.869352 0.873490
252000 0.876072 0.873501
253000 0.866224 0.873472
254000 0.868452 0.873452
255000 0.887979 0.873509
256000 0.877598 0.873525
257000 0.861476 0.873478
258000 0.872466 0.873474
259000 0.873989 0.873476
260000 0.884414 0.873518
261000 0.879653 0.873542
262000 0.896795 0.873631
263000 0.889121 0.873689
264000 0.882449 0.873723
265000 0.865295 0.873691
266000 0.871593 0.873683
267000 0.862214 0.873640
268000 0.856693 0.873577
269000 0.858772 0.873522
270000 0.853357 0.873447
271000 0.846279 0.873347
272000 0.850956 0.873264
273000 0.864213 0.873231
274000 0.870561 0.873222
275000 0.873998 0.873224
276000 0.881733 0.873255
277000 0.870841 0.873246
278000 0.866857 0.873223
279000 0.867033 0.873201
280000 0.862524 0.873163
281000 0.863670 0.873129
282000 0.865104 0.873101
283000 0.867675 0.873082
284000 0.866751 0.873059
285000 0.876613 0.873072
286000 0.883391 0.873108
287000 0.881173 0.873136
288000 0.863935 0.873104
289000 0.881740 0.873134
290000 0.852622 0.873063
291000 0.893959 0.873135
292000 0.883340 0.873170
293000 0.879021 0.873190
294000 0.885225 0.873231
295000 0.878731 0.873250
296000 0.872942 0.873249
297000 0.867926 0.873231
298000 0.867799 0.873212
299000 0.875598 0.873220
300000 0.862253 0.873184
301000 0.860542 0.873142
302000 0.854784 0.873081
303000 0.885550 0.873122
304000 0.877028 0.873135
305000 0.872867 0.873134
306000 0.863238 0.873102
307000 0.864112 0.873073
308000 0.865098 0.873047
309000 0.864860 0.873020
310000 0.864221 0.872992
311000 0.866352 0.872970
312000 0.880806 0.872996
313000 0.881638 0.873023
314000 0.878879 0.873042
315000 0.861569 0.873005
316000 0.882132 0.873034
317000 0.876999 0.873047
318000 0.867351 0.873029
319000 0.860235 0.872989
320000 0.877960 0.873004
321000 0.876467 0.873015
322000 0.850551 0.872945
323000 0.844275 0.872857
324000 0.838932 0.872752
325000 0.862502 0.872720
326000 0.861621 0.872686
327000 0.885553 0.872726
328000 0.868001 0.872711
329000 0.845675 0.872629
330000 0.843733 0.872541
331000 0.864723 0.872518
332000 0.854302 0.872463
333000 0.870974 0.872459
334000 0.880524 0.872483
335000 0.862996 0.872454
336000 0.861574 0.872422
337000 0.873398 0.872425
338000 0.861800 0.872393
339000 0.879869 0.872415
340000 0.859506 0.872378
341000 0.852285 0.872319
342000 0.857131 0.872274
343000 0.853521 0.872220
344000 0.868575 0.872209
345000 0.876643 0.872222
346000 0.871169 0.872219
347000 0.866286 0.872202
348000 0.875983 0.872212
349000 0.872802 0.872214
350000 0.876403 0.872226
351000 0.866986 0.872211
352000 0.872313 0.872212
353000 0.891257 0.872265
354000 0.887441 0.872308
355000 0.866937 0.872293
356000 0.859407 0.872257
357000 0.858572 0.872219
358000 0.859219 0.872182
359000 0.867006 0.872168
360000 0.899770 0.872245
361000 0.886716 0.872285
362000 0.882569 0.872313
363000 0.889588 0.872361
364000 0.897353 0.872429
365000 0.896769 0.872496
366000 0.905093 0.872585
367000 0.879056 0.872603
368000 0.891375 0.872654
369000 0.891820 0.872706
370000 0.875861 0.872714
371000 0.908183 0.872810
372000 0.896515 0.872874
373000 0.890139 0.872920
374000 0.886056 0.872955
375000 0.888025 0.872995
376000 0.880670 0.873016
377000 0.892119 0.873066
378000 0.899203 0.873135
379000 0.878163 0.873149
380000 0.886563 0.873184
381000 0.879396 0.873200
382000 0.877260 0.873211
383000 0.888527 0.873251
384000 0.882771 0.873276
385000 0.888636 0.873316
386000 0.881303 0.873336
387000 0.867133 0.873320
388000 0.878085 0.873332
389000 0.873392 0.873333
390000 0.880675 0.873351
391000 0.871979 0.873348
392000 0.866732 0.873331
393000 0.868606 0.873319
394000 0.865915 0.873300
395000 0.851812 0.873246
396000 0.825470 0.873125
397000 0.842696 0.873049
398000 0.855377 0.873004
399000 0.872153 0.873002
400000 0.864179 0.872980
401000 0.862480 0.872954
402000 0.859422 0.872920
403000 0.867263 0.872906
404000 0.878769 0.872921
405000 0.860829 0.872891
406000 0.863192 0.872867
407000 0.880104 0.872885
408000 0.879552 0.872901
409000 0.884338 0.872929
410000 0.883542 0.872955
411000 0.882104 0.872977
412000 0.884625 0.873005
413000 0.868963 0.872996
414000 0.884640 0.873024
415000 0.876541 0.873032
416000 0.880217 0.873049
417000 0.865506 0.873031
418000 0.871254 0.873027
419000 0.861489 0.873000
420000 0.851015 0.872947
421000 0.858551 0.872913
422000 0.873384 0.872914
423000 0.867009 0.872900
424000 0.862570 0.872876
425000 0.868296 0.872865
426000 0.862200 0.872840
427000 0.868477 0.872830
428000 0.870710 0.872825
429000 0.860453 0.872796
430000 0.864666 0.872777
431000 0.868006 0.872766
432000 0.852027 0.872718
433000 0.871044 0.872714
434000 0.863896 0.872694
435000 0.876104 0.872702
436000 0.866100 0.872687
437000 0.885697 0.872716
438000 0.891796 0.872760
439000 0.906972 0.872838
440000 0.912253 0.872927
441000 0.884199 0.872953
442000 0.897336 0.873008
443000 0.908627 0.873089
444000 0.887977 0.873122
445000 0.890528 0.873161
446000 0.870953 0.873156
447000 0.878998 0.873169
448000 0.896841 0.873222
449000 0.889043 0.873257
450000 0.903821 0.873325
451000 0.893242 0.873369
452000 0.885749 0.873397
453000 0.892861 0.873440
454000 0.881053 0.873457
455000 0.891737 0.873497
456000 0.868769 0.873486
457000 0.863628 0.873465
458000 0.885601 0.873491
459000 0.876500 0.873498
460000 0.873569 0.873498
461000 0.900005 0.873556
462000 0.883995 0.873578
463000 0.888104 0.873609
464000 0.872330 0.873607
465000 0.893029 0.873648
466000 0.898067 0.873701
467000 0.897492 0.873752
468000 0.880688 0.873767
469000 0.888345 0.873798
470000 0.889484 0.873831
471000 0.884646 0.873854
472000 0.886483 0.873881
473000 0.887353 0.873909
474000 0.874046 0.873910
475000 0.876064 0.873914
476000 0.886143 0.873940
477000 0.874298 0.873941
478000 0.884629 0.873963
479000 0.882648 0.873981
480000 0.864787 0.873962
481000 0.884143 0.873983
482000 0.882628 0.874001
483000 0.872757 0.873998
484000 0.880242 0.874011
485000 0.877144 0.874018
486000 0.880811 0.874032
487000 0.877675 0.874039
488000 0.886103 0.874064
489000 0.890612 0.874098
490000 0.884319 0.874119
491000 0.880293 0.874131
492000 0.871495 0.874126
493000 0.886234 0.874150
494000 0.887400 0.874177
495000 0.887869 0.874205
496000 0.890624 0.874238
497000 0.901934 0.874294
498000 0.885996 0.874317
499000 0.893199 0.874355
500000 0.886034 0.874378
501000 0.880735 0.874391
502000 0.892616 0.874427
503000 0.885237 0.874449
504000 0.886311 0.874472
505000 0.890441 0.874504
506000 0.890942 0.874537
507000 0.904636 0.874596
508000 0.903535 0.874653
509000 0.895809 0.874694
510000 0.901834 0.874748
511000 0.898636 0.874794
512000 0.901149 0.874846
513000 0.907885 0.874910
514000 0.896613 0.874953
515000 0.899787 0.875001
516000 0.895468 0.875040
517000 0.894024 0.875077
518000 0.891150 0.875108
519000 0.907023 0.875170
520000 0.891240 0.875201
521000 0.916463 0.875280
522000 0.910672 0.875348
523000 0.916854 0.875427
524000 0.912290 0.875497
525000 0.907175 0.875558
526000 0.900830 0.875606
527000 0.917268 0.875685
528000 0.890956 0.875714
529000 0.896642 0.875753
530000 0.908257 0.875815
531000 0.886940 0.875836
532000 0.886192 0.875855
533000 0.898164 0.875897
534000 0.891368 0.875926
535000 0.892597 0.875957
536000 0.887506 0.875979
537000 0.887915 0.876001
538000 0.900151 0.876046
539000 0.897135 0.876085
540000 0.887071 0.876105
541000 0.885663 0.876123
542000 0.900816 0.876168
543000 0.887609 0.876189
544000 0.886735 0.876209
545000 0.891590 0.876237
546000 0.886354 0.876256
547000 0.880240 0.876263
548000 0.877908 0.876266
549000 0.896167 0.876302
550000 0.881038 0.876311
551000 0.893150 0.876341
552000 0.905203 0.876394
553000 0.901957 0.876440
554000 0.900086 0.876482
555000 0.896946 0.876519
556000 0.898686 0.876559
557000 0.892916 0.876589
558000 0.889916 0.876612
559000 0.899892 0.876654
560000 0.897407 0.876691
561000 0.904449 0.876741
562000 0.905127 0.876791
563000 0.906288 0.876844
564000 0.901247 0.876887
565000 0.917763 0.876959
566000 0.902062 0.877003
567000 0.902847 0.877049
568000 0.877057 0.877049
569000 0.892155 0.877076
570000 0.891457 0.877101
571000 0.896640 0.877135
572000 0.889782 0.877157
573000 0.867105 0.877140
574000 0.874620 0.877135
575000 0.871297 0.877125
576000 0.868922 0.877111
577000 0.862931 0.877086
578000 0.867390 0.877070
579000 0.855826 0.877033
580000 0.861752 0.877006
581000 0.858486 0.876975
582000 0.869044 0.876961
583000 0.882517 0.876970
584000 0.882027 0.876979
585000 0.897443 0.877014
586000 0.884407 0.877027
587000 0.888222 0.877046
588000 0.891580 0.877071
589000 0.886990 0.877087
590000 0.886826 0.877104
591000 0.891099 0.877128
592000 0.873659 0.877122
593000 0.883101 0.877132
594000 0.880594 0.877138
595000 0.886669 0.877154
596000 0.895438 0.877184
597000 0.905432 0.877232
598000 0.889055 0.877251
599000 0.883088 0.877261
600000 0.887997 0.877279
601000 0.886228 0.877294
602000 0.882088 0.877302
603000 0.881330 0.877309
604000 0.884578 0.877321
605000 0.902501 0.877362
606000 0.899181 0.877398
607000 0.890384 0.877420
608000 0.896214 0.877451
609000 0.904070 0.877494
610000 0.898740 0.877529
611000 0.893706 0.877556
612000 0.906261 0.877602
613000 0.900096 0.877639
614000 0.884826 0.877651
615000 0.868186 0.877635
616000 0.877859 0.877636
617000 0.877655 0.877636
618000 0.877664 0.877636
619000 0.883841 0.877646
620000 0.872991 0.877638
621000 0.888695 0.877656
622000 0.901252 0.877694
623000 0.902442 0.877734
624000 0.893861 0.877760
625000 0.892135 0.877783
626000 0.897041 0.877813
627000 0.903150 0.877854
628000 0.908392 0.877903
629000 0.905677 0.877947
630000 0.884569 0.877957
631000 0.892368 0.877980
632000 0.894225 0.878006
633000 0.890853 0.878026
634000 0.879049 0.878028
635000 0.883966 0.878037
636000 0.896028 0.878065
637000 0.895468 0.878093
638000 0.890536 0.878112
639000 0.891252 0.878133
640000 0.878313 0.878133
641000 0.874198 0.878127
642000 0.885166 0.878138
643000 0.877330 0.878137
644000 0.878337 0.878137
645000 0.870968 0.878126
646000 0.894404 0.878151
