# z rho/M
-71.0317 0
-70.5317 0
-70.0317 0
-69.5317 0
-69.0317 0
-68.5317 0
-68.0317 0
-67.5317 0
-67.0317 0
-66.5317 0
-66.0317 0
-65.5317 0
-65.0317 0
-64.5317 0
-64.0317 0
-63.5317 0
-63.0317 0
-62.5317 0
-62.0317 0
-61.5317 0
-61.0317 0
-60.5317 0
-60.0317 0
-59.5317 0
-59.0317 0
-58.5317 0
-58.0317 0
-57.5317 0
-57.0317 0
-56.5317 0
-56.0317 0
-55.5317 0
-55.0317 0
-54.5317 0
-54.0317 0
-53.5317 0
-53.0317 0
-52.5317 0
-52.0317 0
-51.5317 0
-51.0317 0
-50.5317 0
-50.0317 0
-49.5317 0
-49.0317 0
-48.5317 0
-48.0317 0
-47.5317 0
-47.0317 0
-46.5317 0
-46.0317 0
-45.5317 0
-45.0317 0
-44.5317 0
-44.0317 0
-43.5317 0
-43.0317 0
-42.5317 0
-42.0317 0
-41.5317 0
-41.0317 0
-40.5317 0
-40.0317 0
-39.5317 0
-39.0317 0
-38.5317 0
-38.0317 0
-37.5317 0
-37.0317 0
-36.5317 0
-36.0317 0
-35.5317 0
-35.0317 0
-34.5317 0
-34.0317 0
-33.5317 0
-33.0317 0.000270046
-32.5317 0.000270046
-32.0317 0
-31.5317 0.000270046
-31.0317 0.00189032
-30.5317 0.00405069
-30.0317 0.00918156
-29.5317 0.0259244
-29.0317 0.0405069
-28.5317 0.076423
-28.0317 0.142044
-27.5317 0.241421
-27.0317 0.41101
-26.5317 0.633528
-26.0317 0.905194
-25.5317 1.22331
-25.0317 1.53872
-24.5317 1.83307
-24.0317 2.02264
-23.5317 2.23112
-23.0317 2.33158
-22.5317 2.40179
-22.0317 2.45904
-21.5317 2.41637
-21.0317 2.45418
-20.5317 2.42933
-20.0317 2.42204
-19.5317 2.31591
-19.0317 2.15011
-18.5317 1.93056
-18.0317 1.59624
-17.5317 1.29109
-17.0317 0.960553
-16.5317 0.681866
-16.0317 0.429373
-15.5317 0.284358
-15.0317 0.173369
-14.5317 0.103428
-14.0317 0.0518488
-13.5317 0.035376
-13.0317 0.0189032
-12.5317 0.0108018
-12.0317 0.00675115
-11.5317 0.00378064
-11.0317 0.00108018
-10.5317 0.00189032
-10.0317 0.000270046
-9.53167 0.000810138
-9.03167 0.000270046
-8.53167 0.000540092
-8.03167 0
-7.53167 0
-7.03167 0
-6.53167 0
-6.03167 0
-5.53167 0
-5.03167 0
-4.53167 0
-4.03167 0
-3.53167 0
-3.03167 0
-2.53167 0
-2.03167 0
-1.53167 0
-1.03167 0
-0.531675 0
-0.0316747 0
0.468325 0
0.968325 0.000270046
1.46833 0
1.96833 0
2.46833 0
2.96833 0
3.46833 0
3.96833 0
4.46833 0
4.96833 0
5.46833 0
5.96833 0
6.46833 0
6.96833 0
7.46833 0
7.96833 0
8.46833 0.000270046
8.96833 0.000270046
9.46833 0
9.96833 0.000270046
10.4683 0.00216037
10.9683 0.00135023
11.4683 0.0035106
11.9683 0.00405069
12.4683 0.00540092
12.9683 0.0151226
13.4683 0.0283548
13.9683 0.0553594
14.4683 0.103968
14.9683 0.173099
15.4683 0.29165
15.9683 0.450437
16.4683 0.665933
16.9683 0.962444
17.4683 1.29892
17.9683 1.62838
18.4683 1.89113
18.9683 2.17981
19.4683 2.30943
19.9683 2.42096
20.4683 2.42987
20.9683 2.43311
21.4683 2.44121
21.9683 2.4188
22.4683 2.39315
22.9683 2.32347
23.4683 2.26379
23.9683 2.07854
24.4683 1.81228
24.9683 1.52198
25.4683 1.19333
25.9683 0.910595
26.4683 0.620295
26.9683 0.406959
27.4683 0.257894
27.9683 0.134753
28.4683 0.0793935
28.9683 0.0391567
29.4683 0.0261945
29.9683 0.0129622
30.4683 0.0064811
30.9683 0.00486083
31.4683 0.00162028
31.9683 0.000810138
32.4683 0.000270046
32.9683 0
33.4683 0
33.9683 0
34.4683 0
34.9683 0
35.4683 0
35.9683 0
36.4683 0
36.9683 0
37.4683 0
37.9683 0
38.4683 0
38.9683 0
39.4683 0
39.9683 0
40.4683 0
40.9683 0
41.4683 0
41.9683 0
42.4683 0
42.9683 0
43.4683 0
43.9683 0
44.4683 0
44.9683 0
45.4683 0
45.9683 0
46.4683 0
46.9683 0
47.4683 0
47.9683 0
48.4683 0
48.9683 0
49.4683 0
49.9683 0
50.4683 0
50.9683 0
51.4683 0
51.9683 0
52.4683 0
52.9683 0
53.4683 0
53.9683 0
54.4683 0
54.9683 0
55.4683 0
55.9683 0
56.4683 0
56.9683 0
57.4683 0
57.9683 0
58.4683 0
58.9683 0
59.4683 0
59.9683 0
60.4683 0
60.9683 0
61.4683 0
61.9683 0
62.4683 0
62.9683 0
63.4683 0
63.9683 0
64.4683 0
64.9683 0
65.4683 0
65.9683 0
66.4683 0
66.9683 0
67.4683 0
67.9683 0
68.4683 0
68.9683 0
69.4683 0
69.9683 0
70.4683 0
70.9683 0
